tsr,cp,cd,u_infty,dsflag,tp,nti,nbelem,nrevs,walls,cpu_hrs_per_sec
1.1,0.00688603775,0.225351125,1.0,1.0,1.7,24.0,16.0,8.0,1.0,0.011407852080521598
1.6,0.0276762375,0.293228825,1.0,1.0,1.7,24.0,16.0,8.0,1.0,0.015153195594680138
2.1,0.08819890999999999,0.4041717,1.0,1.0,1.7,24.0,16.0,8.0,1.0,0.01912770988929852
2.6,0.24226075,0.598984125,1.0,1.0,1.7,24.0,16.0,8.0,1.0,0.024195170377097838
3.1,0.34895892500000003,0.7491986249999999,1.0,1.0,1.7,24.0,16.0,8.0,1.0,0.029043145094540184
