alpha,cl
-4.0897792513742175,-0.18679417153826017
-2.118223540703248,-0.06198830817555212
-0.14696099816769959,0.051735799668440885
1.5709205130442427,0.1876569234796266
3.7963179478230558,0.30767995811883764
5.64101561818341,0.43725189774016227
7.675853764941984,0.5541338452142046
9.456724544106102,0.6710492976180088
11.491813977837886,0.7974298926795218
13.46299275804904,0.9079877846610243
15.497077043887963,0.996373789372655
17.434583369688504,1.0341129046331035
19.435832824360865,1.081342291248582
21.40508507111071,1.1190772183928104
21.524195096413926,0.8214361748538521
23.556352848791555,0.8369992147282086
